,catid,type
1492,460378,2.0
1493,460380,2.0
1494,460424,3.0
1495,460756,2.0
1496,460767,1.5
1497,463119,2.5
1498,463148,0.5
1499,463264,2.0
1500,463288,3.0
1501,463317,3.0
1502,463367,3.0
1503,463434,2.5
1504,463641,3.0
1505,463643,3.0
1506,463660,3.0
1507,463668,2.0
1508,484976,1.5
1509,485046,3.0
1510,485047,1.5
1511,485127,2.0
1512,485504,1.5
1513,485529,3.0
1514,485646,3.0
1515,485688,2.5
1516,485690,2.5
1517,485823,3.0
1518,485833,2.0
1519,485834,2.5
1520,485882,2.0
1521,485883,0.5
1522,485885,3.0
1523,485919,2.0
1524,485921,0.0
1525,485922,2.5
1526,485924,2.0
1527,486092,3.0
1528,486213,3.0
1529,486275,2.0
1530,486276,2.0
1531,486782,3.0
1532,486834,2.5
1533,486872,2.0
1534,486957,2.0
1535,487010,3.0
1536,487019,2.5
1537,487027,3.0
1538,487060,1.5
1539,487175,3.0
1540,491457,1.0
1541,491460,3.0
1542,491475,3.0
1543,491508,1.0
1544,491509,2.0
1545,491552,3.0
1546,491608,3.0
1547,491743,3.0
1548,491887,2.0
1549,491956,3.0
1550,491960,2.0
1551,492384,2.0
1552,492411,0.0
1553,492414,3.0
1554,492486,0.0
1555,492690,0.5
1556,492883,1.5
1557,492941,0.0
1558,492957,3.0
1559,493028,0.5
1560,493621,2.5
1561,493702,5.0
1562,493811,3.0
1563,493812,3.0
1564,493825,3.0
1565,493832,2.5
1566,493838,1.0
1567,496966,3.0
1568,496978,3.0
1569,497035,0.5
1570,504713,2.5
1571,504730,1.0
1572,504877,1.0
1573,504879,0.5
1574,504882,2.5
1575,504922,-9.0
1576,505316,2.0
1577,505341,1.0
1578,505765,0.0
1579,505788,2.0
1580,505817,3.0
1581,505828,2.0
1582,505979,2.5
1583,506038,3.0
1584,506070,3.0
1585,506119,0.0
1586,507721,0.0
1587,508132,1.0
1588,508138,1.5
1589,508144,1.5
1590,508180,0.5
1591,508184,1.5
1592,508268,0.5
1593,508312,1.5
1594,508315,1.5
1595,508351,2.0
1596,508352,2.5
1597,508412,3.0
1598,508414,3.0
1599,508416,3.0
1600,508421,2.0
1601,508480,3.0
1602,508481,3.0
1603,508568,1.5
1604,508593,0.5
1605,508632,0.5
1606,508680,3.0
1607,508682,3.0
1608,508751,0.5
1609,508906,-9.0
1610,508908,2.0
1611,508938,3.0
1612,509012,2.5
1613,509075,0.0
1614,509080,1.0
1615,509397,2.0
1616,509444,3.0
1617,509516,3.0
1618,509557,3.0
1619,509576,3.0
1620,509670,3.0
1621,509726,3.0
1622,509727,3.0
1623,509852,3.0
1624,509892,3.0
1625,511456,2.5
1626,511789,3.0
1627,511863,2.5
1628,511864,-9.0
1629,511867,2.5
1630,511890,1.5
1631,511892,1.0
1632,511921,3.0
1633,511923,-9.0
1634,512170,2.0
1635,512197,1.5
1636,512204,2.0
1637,512254,3.0
1638,512312,1.0
1639,512524,3.0
1640,513001,3.0
1641,513066,3.0
1642,513108,3.0
1643,513236,3.0
1644,513267,3.0
1645,514022,1.5
1646,514029,2.5
1647,514212,3.0
1648,514214,0.0
1649,514218,1.0
1650,514260,3.0
1651,516973,2.0
1652,517046,3.0
1653,517070,3.0
1654,517130,3.0
1655,517164,2.0
1656,517167,3.0
1657,517205,0.0
1658,517211,1.0
1659,517212,1.0
1660,517244,1.5
1661,517247,2.5
1662,517249,3.0
1663,517256,3.0
1664,517273,3.0
1665,517278,0.5
1666,517279,0.0
1667,517295,-9.0
1668,517302,1.5
1669,517306,3.0
1670,517307,3.0
1671,517310,3.0
1672,517334,-9.0
1673,517465,1.0
1674,517594,3.0
1675,517802,3.0
1676,517868,3.0
1677,517960,3.0
1678,518026,3.0
1679,518041,2.0
1680,518755,2.0
1681,518782,2.0
1682,518829,0.5
1683,518870,3.0
1684,519089,3.0
1685,519141,0.5
1686,521719,3.0
1687,521736,2.5
1688,521753,3.0
1689,521768,2.5
1690,521794,1.0
1691,521823,0.0
1692,521894,3.0
1693,521898,3.0
1694,521991,2.5
1695,521997,2.0
1696,522033,1.0
1697,522127,3.0
1698,522166,3.0
1699,527984,2.0
1700,534654,2.5
1701,534655,0.5
1702,534710,2.5
1703,534753,2.5
1704,534759,3.0
1705,534760,0.0
1706,534763,1.0
1707,534793,5.0
1708,534885,3.0
1709,534904,1.0
1710,535007,3.0
1711,535135,1.5
1712,535157,3.0
1713,535283,3.0
1714,535387,2.0
1715,535417,3.0
1716,535429,2.0
1717,535974,3.0
1718,536087,3.0
1719,536173,3.0
1720,536201,3.0
1721,536235,0.5
1722,536332,2.5
1723,536363,3.0
1724,536454,0.0
1725,536463,1.0
1726,536625,2.5
1727,536626,3.0
1728,536784,3.0
1729,536963,0.5
1730,536994,1.0
1731,537084,1.0
1732,537163,3.0
1733,537171,3.0
1734,537187,3.0
1735,537226,2.0
1736,537240,3.0
1737,537317,2.5
1738,537361,2.0
1739,537365,1.0
1740,537367,5.0
1741,537386,3.0
1742,537399,3.0
1743,537417,3.0
1744,537426,2.0
1745,537467,1.0
1746,537476,3.0
1747,543489,0.0
1748,543491,3.0
1749,543494,3.0
1750,543498,2.0
1751,543499,1.5
1752,543501,1.0
1753,543531,0.5
1754,543536,-9.0
1755,543537,0.0
1756,543552,1.5
1757,543553,0.5
1758,543554,1.5
1759,543738,3.0
1760,543752,3.0
1761,543763,3.0
1762,543769,3.0
1763,543797,2.0
1764,543812,3.0
1765,543859,1.5
1766,543860,3.0
1767,543895,2.5
1768,543998,2.0
1769,544084,3.0
1770,544749,1.0
1771,544812,3.0
1772,544853,3.0
1773,544958,2.5
1774,545157,3.0
1775,545306,3.0
1776,545411,3.0
1777,545903,1.0
1778,545925,3.0
1779,545986,3.0
1780,546043,3.0
1781,546073,3.0
1782,548739,3.0
1783,548835,0.5
1784,548872,1.5
1785,548914,2.0
1786,548946,2.0
1787,548947,2.5
1788,549070,0.5
1789,549180,2.5
1790,549182,3.0
1791,549216,3.0
1792,549296,0.0
1793,549313,-9.0
1794,550328,2.0
1795,550330,3.0
1796,550353,3.0
1797,550431,3.0
1798,550582,2.5
1799,550677,3.0
1800,550780,2.0
1801,550781,1.0
1802,550844,2.5
1803,551192,3.0
1804,551202,3.0
1805,551332,2.5
1806,551350,3.0
1807,551368,5.0
1808,551488,2.0
1809,551505,0.5
1810,551507,2.0
1811,551619,0.0
1812,551655,2.0
1813,551656,2.0
1814,551672,3.0
1815,558861,3.0
1816,558887,3.0
1817,559061,3.0
1818,559250,0.5
1819,559292,3.0
1820,559300,3.0
1821,559477,3.0
1822,559490,0.0
1823,559495,3.0
1824,559574,3.0
1825,559584,3.0
1826,559609,3.0
1827,560206,1.5
1828,560208,3.0
1829,560238,1.5
1830,560333,3.0
1831,560341,1.0
1832,560405,3.0
1833,560407,2.5
1834,560718,3.0
1835,560779,3.0
1836,560883,1.5
1837,560946,3.0
1838,560982,0.5
1839,561020,2.0
1840,561143,3.0
1841,561488,1.5
1842,561856,2.0
1843,561891,3.0
1844,567445,1.5
1845,567545,2.0
1846,567586,3.0
1847,567598,2.0
1848,567624,3.0
1849,567676,3.0
1850,567678,2.0
1851,567682,3.0
1852,567736,3.0
1853,567750,3.0
1854,567760,3.0
1855,567876,3.0
1856,567983,3.0
1857,568549,2.0
1858,568817,-9.0
1859,569433,3.0
1860,569466,2.0
1861,569555,1.5
1862,570033,3.0
1863,570090,2.5
1864,570110,3.0
1865,570114,3.0
1866,570119,3.0
1867,570174,3.0
1868,570197,2.5
1869,570203,0.5
1870,570206,1.5
1871,570207,1.0
1872,570214,-9.0
1873,570227,2.0
1874,570233,3.0
1875,570240,1.0
1876,570364,3.0
1877,572402,2.5
1878,573586,2.5
1879,573617,1.5
1880,573620,3.0
1881,573621,2.0
1882,573625,2.0
1883,573736,3.0
1884,573756,3.0
1885,573776,2.5
1886,573872,3.0
1887,573915,2.5
1888,574008,3.0
1889,574029,3.0
1890,574193,3.0
1891,574200,3.0
1892,574285,2.0
1893,574313,3.0
1894,574423,0.5
1895,574572,3.0
1896,574617,2.0
1897,574692,3.0
1898,574934,3.0
1899,575097,3.0
1900,575339,0.0
1901,575532,2.0
1902,575579,3.0
1903,575623,3.0
1904,575625,2.0
1905,575670,2.5
1906,583427,2.0
1907,583443,3.0
1908,583479,3.0
1909,583508,3.0
1910,583551,3.0
1911,583637,2.0
1912,583716,3.0
1913,583723,0.0
1914,583744,3.0
1915,584013,2.0
1916,584682,1.0
1917,584731,3.0
1918,585035,3.0
1919,585121,3.0
1920,585196,0.5
1921,585215,0.0
1922,585226,3.0
1923,585231,3.0
1924,585314,3.0
1925,585359,2.5
1926,585386,2.0
1927,585420,3.0
1928,585422,3.0
1929,585561,-9.0
1930,585659,3.0
1931,585694,3.0
1932,585755,2.0
1933,586326,3.0
1934,586330,1.0
1935,586494,3.0
1936,592216,2.5
1937,592294,1.0
1938,592401,3.0
1939,592419,1.0
1940,592421,2.0
1941,592466,3.0
1942,592542,3.0
1943,592835,3.0
1944,592858,1.5
1945,592863,3.0
1946,592999,2.5
1947,593117,2.5
1948,593526,3.0
1949,593642,1.5
1950,593645,3.0
1951,593680,3.0
1952,593682,3.0
1953,593813,1.0
1954,594049,0.0
1955,594053,1.5
1956,594059,3.0
1957,594265,3.0
1958,594313,2.0
1959,594364,3.0
1960,594674,3.0
1961,594723,3.0
1962,594731,3.0
1963,594785,3.0
1964,594834,2.0
1965,594906,3.0
1966,594918,3.0
1967,594946,0.5
1968,594964,3.0
1969,594967,3.0
1970,594970,3.0
1971,594986,3.0
1972,594990,1.5
1973,594992,5.0
1974,595027,3.0
1975,595060,2.0
1976,595088,3.0
1977,598911,3.0
1978,598968,3.0
1979,598999,2.0
1980,599095,3.0
1981,599134,3.0
1982,599310,2.0
1983,599329,3.0
1984,599582,2.5
1985,599689,0.5
1986,599761,2.0
1987,599834,0.0
1988,599838,0.0
1989,599839,3.0
1990,599846,2.5
1991,599862,3.0
1992,599873,3.0
1993,599877,2.0
1994,600014,3.0
1995,600026,2.5
1996,600030,2.0
1997,600312,3.0
1998,600417,2.0
1999,600595,-9.0
2000,600743,0.5
2001,600882,0.5
2002,600915,1.0
2003,600916,2.5
2004,600929,1.0
2005,600973,0.5
2006,600974,3.0
2007,600977,2.0
2008,601013,1.0
2009,601018,1.5
2010,601095,0.5
2011,601102,1.5
2012,601105,1.5
2013,601157,3.0
2014,601210,1.0
2015,601255,2.0
2016,601283,0.0
2017,601323,2.0
2018,601395,-9.0
2019,609307,2.5
2020,609330,1.0
2021,609358,1.5
2022,609396,2.5
2023,609433,3.0
2024,609571,3.0
2025,609598,3.0
2026,609912,2.0
2027,609948,1.5
2028,610054,2.5
2029,610396,1.5
2030,610398,3.0
2031,610404,1.0
2032,610474,2.0
2033,610545,2.0
2034,610700,3.0
2035,610816,3.0
2036,610846,2.0
2037,610893,3.0
2038,610997,3.0
2039,611002,3.0
2040,611051,3.0
2041,611094,3.0
2042,611220,2.0
2043,611223,3.0
2044,611629,2.5
2045,611647,3.0
2046,617655,3.0
2047,617665,-9.0
2048,617945,3.0
2049,617989,1.5
2050,618071,3.0
2051,618100,1.0
2052,618108,2.0
2053,618116,2.0
2054,618142,1.0
2055,618143,1.5
2056,618144,1.0
2057,618151,0.0
2058,618152,3.0
2059,618220,2.0
2060,618904,1.5
2061,618906,1.5
2062,618912,0.5
2063,618929,0.0
2064,618930,0.5
2065,618931,0.0
2066,618935,3.0
2067,618937,0.5
2068,618938,1.0
2069,618941,1.0
2070,618942,0.0
2071,618947,0.5
2072,618952,1.5
2073,618976,1.0
2074,618988,1.0
2075,618992,2.0
2076,618993,2.0
2077,619046,3.0
2078,619094,3.0
2079,619095,2.5
2080,619097,2.0
2081,619098,3.0
2082,619104,3.0
2083,619105,3.0
2084,619220,3.0
2085,619224,3.0
2086,619258,0.0
2087,619553,3.0
2088,619737,3.0
2089,619989,2.5
2090,619995,3.0
2091,620034,2.5
2092,620087,3.0
2093,620091,-9.0
2094,620092,2.5
2095,620098,2.5
2096,621988,2.0
2097,622084,3.0
2098,622228,2.0
2099,622305,2.0
2100,622333,3.0
2101,622350,0.0
2102,622394,3.0
2103,622429,1.5
2104,622434,2.0
2105,622534,3.0
2106,622588,3.0
2107,622596,2.0
2108,622694,2.0
2109,622744,3.0
2110,622770,1.5
2111,622787,1.0
2112,622858,3.0
2113,622982,3.0
2114,623017,0.5
2115,623043,1.0
2116,623143,1.5
2117,623144,2.0
2118,623161,2.0
2119,623272,2.0
2120,623366,2.5
2121,623432,2.0
2122,623620,3.0
2123,623641,3.0
2124,623679,2.5
2125,623712,3.0
2126,623722,3.0
2127,623726,3.0
2128,663440,0.5
2129,695871,3.0
2130,718921,2.5
2131,751043,3.0
2132,760733,3.0
2133,3622327,3.0
2134,3623223,3.0
2135,3628218,0.5
2136,3628809,3.0
2137,3630097,2.0
2138,3630239,3.0
2139,3630943,1.5
2140,3631885,1.5
2141,3631902,2.0
2142,3632384,3.0
2143,3634556,0.0
2144,3894635,2.0
2145,3895257,2.5
2146,3895503,-9.0
2147,3895823,2.5
2148,3896912,3.0
2149,3897281,1.5
2150,3913888,1.0
2151,9008500001,0.0
2152,9008500002,0.0
2153,9008500004,1.5
2154,9008500007,0.0
2155,9008500018,0.5
2156,9008500020,0.0
2157,9008500022,0.5
2158,9008500024,0.5
2159,9008500034,1.0
2160,9008500042,0.0
2161,9008500043,3.0
2162,9008500059,0.0
2163,9008500062,2.0
2164,9008500064,0.0
2165,9008500067,1.0
2166,9008500068,0.0
2167,9008500069,1.0
2168,9008500070,1.0
2169,9008500074,3.0
2170,9008500077,0.0
2171,9008500080,1.5
2172,9008500082,1.0
2173,9008500083,1.0
2174,9008500084,2.5
2175,9008500089,1.0
2176,9008500093,1.0
2177,9008500096,0.0
2178,9008500099,-9.0
2179,9008500100,1.5
2180,9008500103,2.0
2181,9008500105,1.0
2182,9008500107,2.5
2183,9008500110,1.0
2184,9008500114,0.0
2185,9008500117,2.5
2186,9008500118,0.0
2187,9008500120,-9.0
2188,9008500122,0.5
2189,9008500128,1.5
2190,9008500130,0.5
2191,9008500134,0.5
2192,9008500135,0.5
2193,9008500137,1.5
2194,9008500138,0.0
2195,9008500139,0.0
2196,9008500141,2.5
2197,9008500145,0.0
2198,9008500158,1.5
2199,9008500160,0.5
2200,9008500161,3.0
2201,9008500166,1.5
2202,9008500169,0.0
2203,9008500171,1.0
2204,9008500172,1.0
2205,9008500175,1.5
2206,9008500181,3.0
2207,9008500182,0.0
2208,9008500185,3.0
2209,9008500190,0.0
2210,9008500193,0.5
2211,9008500196,1.0
2212,9008500197,0.5
2213,9008500204,1.5
2214,9008500205,3.0
2215,9008500208,0.5
2216,9008500209,2.0
2217,9008500210,1.0
2218,9008500220,1.0
2219,9008500221,1.5
2220,9008500224,1.0
2221,9008500225,0.0
2222,9008500227,1.0
2223,9008500228,2.0
2224,9008500234,0.0
2225,9008500236,1.0
2226,9008500237,1.0
2227,9008500239,1.0
2228,9008500240,0.5
2229,9008500245,0.5
2230,9008500246,1.0
2231,9008500249,0.5
2232,9008500251,1.0
2233,9008500256,1.0
2234,9008500264,2.5
2235,9008500268,2.0
2236,9008500282,1.0
2237,9008500292,1.0
2238,9008500296,1.0
2239,9008500302,1.0
2240,9008500303,0.0
2241,9008500307,0.0
2242,9008500314,1.0
2243,9008500316,2.0
2244,9008500318,2.5
2245,9008500323,1.5
2246,9008500326,1.5
2247,9008500328,0.0
2248,9008500333,0.0
2249,9008500339,0.5
2250,9008500347,0.0
2251,9008500351,0.5
2252,9008500356,2.0
2253,9008500359,0.5
2254,9008500362,1.0
2255,9008500365,0.0
2256,9008500376,2.0
2257,9008500391,1.0
2258,9008500394,1.0
2259,9008500398,1.5
2260,9008500405,1.0
2261,9008500450,1.5
2262,9008500454,3.0
2263,9008500461,3.0
2264,9008500463,1.5
2265,9008500472,3.0
2266,9008500477,1.5
2267,9008500492,1.5
2268,9008500500,2.5
2269,9008500511,1.5
2270,9008500516,1.5
2271,9008500524,1.0
2272,9008500533,0.5
2273,9008500535,2.0
2274,9008500542,0.5
2275,9008500586,1.0
2276,9008500615,1.5
2277,9008500624,3.0
2278,9008500631,0.5
2279,9008500643,1.5
2280,9008500646,2.0
2281,9008500663,0.5
2282,9008500673,2.0
2283,9008500679,1.5
2284,9008500681,3.0
2285,9008500688,0.0
2286,9008500689,3.0
2287,9008500690,1.0
2288,9008500701,2.0
2289,9008500716,1.5
2290,9008500717,3.0
2291,9008500722,1.5
2292,9008500723,1.5
2293,9008500724,1.5
2294,9008500730,1.5
2295,9008500731,1.0
2296,9008500735,1.0
2297,9008500744,1.0
2298,9008500748,3.0
2299,9008500751,-9.0
2300,9008500753,0.5
2301,9008500759,1.0
2302,9008500777,1.0
2303,9008500783,2.5
2304,9008500795,1.5
2305,9008500805,3.0
2306,9008500829,0.0
2307,9008500848,1.0
2308,9008500857,3.0
2309,9008500862,1.0
2310,9008500868,0.0
2311,9008500890,1.5
2312,9008500892,0.0
2313,9008500893,0.5
2314,9008500897,0.5
2315,9008500907,2.5
2316,9008500938,2.0
2317,9008500939,1.5
2318,9008500951,1.0
2319,9008500968,0.0
2320,9008501016,1.5
2321,9008501024,-9.0
2322,9008501028,1.0
2323,9008501058,0.5
2324,9008501077,0.0
2325,9008501098,1.5
2326,9008501218,1.5
2327,9011900001,0.0
2328,9011900002,0.0
2329,9011900003,1.5
2330,9011900005,1.0
2331,9011900006,0.0
2332,9011900009,0.5
2333,9011900012,0.5
2334,9011900013,0.5
2335,9011900014,2.5
2336,9011900017,-9.0
2337,9011900019,-9.0
2338,9011900020,2.5
2339,9011900024,0.0
2340,9011900025,1.0
2341,9011900026,1.0
2342,9011900030,2.0
2343,9011900034,0.5
2344,9011900037,1.5
2345,9011900038,-9.0
2346,9011900044,-9.0
2347,9011900045,0.5
2348,9011900048,1.0
2349,9011900049,1.0
2350,9011900051,0.0
2351,9011900054,0.5
2352,9011900057,1.0
2353,9011900060,0.5
2354,9011900068,-9.0
2355,9011900072,1.5
2356,9011900073,0.0
2357,9011900074,0.0
2358,9011900082,1.0
2359,9011900084,2.0
2360,9011900086,0.5
2361,9011900087,3.0
2362,9011900091,1.0
2363,9011900096,1.0
2364,9011900097,1.0
2365,9011900100,2.0
2366,9011900101,2.5
2367,9011900103,1.5
2368,9011900113,2.5
2369,9011900115,-9.0
2370,9011900117,3.0
2371,9011900118,1.0
2372,9011900121,1.5
2373,9011900123,1.0
2374,9011900125,2.0
2375,9011900127,0.5
2376,9011900128,3.0
2377,9011900137,1.0
2378,9011900138,1.5
2379,9011900144,2.5
2380,9011900147,2.0
2381,9011900150,2.0
2382,9011900152,3.0
2383,9011900156,0.5
2384,9011900157,0.5
2385,9011900161,-9.0
2386,9011900163,1.5
2387,9011900165,1.0
2388,9011900166,3.0
2389,9011900168,0.5
2390,9011900170,1.0
2391,9011900174,-9.0
2392,9011900175,0.5
2393,9011900183,0.0
2394,9011900186,1.0
2395,9011900189,0.0
2396,9011900196,1.5
2397,9011900198,0.5
2398,9011900201,1.0
2399,9011900202,1.0
2400,9011900208,2.5
2401,9011900210,1.5
2402,9011900211,1.5
2403,9011900216,0.0
2404,9011900217,1.0
2405,9011900218,1.5
2406,9011900222,1.0
2407,9011900225,3.0
2408,9011900228,2.5
2409,9011900232,1.5
2410,9011900233,0.5
2411,9011900238,-9.0
2412,9011900241,-9.0
2413,9011900242,2.0
2414,9011900245,-9.0
2415,9011900247,1.5
2416,9011900250,1.0
2417,9011900251,0.5
2418,9011900254,0.0
2419,9011900261,0.5
2420,9011900263,0.5
2421,9011900264,1.5
2422,9011900265,1.5
2423,9011900271,3.0
2424,9011900272,0.5
2425,9011900273,1.5
2426,9011900274,1.0
2427,9011900279,1.0
2428,9011900281,0.5
2429,9011900285,1.0
2430,9011900287,0.5
2431,9011900288,2.5
2432,9011900298,0.5
2433,9011900302,1.5
2434,9011900304,0.5
2435,9011900309,-9.0
2436,9011900312,0.0
2437,9011900314,0.5
2438,9011900321,1.0
2439,9011900322,1.5
2440,9011900325,0.0
2441,9011900328,0.0
2442,9011900329,0.5
2443,9011900330,2.5
2444,9011900338,1.5
2445,9011900340,1.5
2446,9011900342,1.5
2447,9011900343,1.5
2448,9011900347,2.0
2449,9011900348,3.0
2450,9011900351,1.5
2451,9011900353,1.5
2452,9011900364,3.0
2453,9011900365,0.5
2454,9011900367,2.0
2455,9011900371,1.5
2456,9011900376,1.5
2457,9011900383,1.0
2458,9011900392,-9.0
2459,9011900404,1.5
2460,9011900407,0.5
2461,9011900413,0.5
2462,9011900418,0.0
2463,9011900421,0.5
2464,9011900422,0.5
2465,9011900429,0.5
2466,9011900430,0.0
2467,9011900438,0.0
2468,9011900440,1.0
2469,9011900441,2.0
2470,9011900450,2.0
2471,9011900451,1.0
2472,9011900453,1.5
2473,9011900459,0.5
2474,9011900460,1.5
2475,9011900462,1.0
2476,9011900475,0.0
2477,9011900476,-9.0
2478,9011900479,1.0
2479,9011900492,0.5
2480,9011900498,0.5
2481,9011900500,1.0
2482,9011900511,3.0
2483,9011900519,2.0
2484,9011900520,-9.0
2485,9011900521,2.0
2486,9011900529,1.5
2487,9011900535,1.0
2488,9011900538,1.0
2489,9011900539,1.5
2490,9011900547,0.0
2491,9011900554,0.5
2492,9011900557,1.0
2493,9011900558,2.5
2494,9011900584,2.0
2495,9011900590,0.5
2496,9011900592,1.5
2497,9011900599,2.0
2498,9011900609,1.5
2499,9011900614,3.0
2500,9011900617,1.0
2501,9011900622,1.0
2502,9011900630,1.5
2503,9011900671,2.5
2504,9011900680,1.0
2505,9011900684,-9.0
2506,9011900691,2.5
2507,9011900696,-9.0
2508,9011900708,1.5
2509,9011900711,0.0
2510,9011900714,2.0
2511,9011900735,3.0
2512,9011900752,3.0
2513,9011900757,0.5
2514,9011900759,2.5
2515,9011900772,3.0
2516,9011900774,3.0
2517,9011900776,2.0
2518,9011900783,3.0
2519,9011900785,0.5
2520,9011900789,1.5
2521,9011900793,1.5
2522,9011900807,1.5
2523,9011900816,1.5
2524,9011900837,2.5
2525,9011900859,2.0
2526,9011900865,2.5
2527,9011900874,0.0
2528,9011900885,1.5
2529,9011900934,1.5
2530,9016800001,0.0
2531,9016800002,0.0
2532,9016800008,2.0
2533,9016800009,0.5
2534,9016800010,0.5
2535,9016800013,1.5
2536,9016800014,1.0
2537,9016800024,1.0
2538,9016800037,0.0
2539,9016800038,0.0
2540,9016800039,1.0
2541,9016800041,0.5
2542,9016800047,1.0
2543,9016800056,1.0
2544,9016800061,0.5
2545,9016800063,-9.0
2546,9016800065,2.0
2547,9016800069,1.5
2548,9016800071,0.5
2549,9016800072,1.0
2550,9016800074,3.0
2551,9016800079,1.5
2552,9016800080,1.0
2553,9016800084,1.0
2554,9016800087,1.0
2555,9016800089,2.0
2556,9016800092,2.5
2557,9016800093,2.0
2558,9016800094,0.5
2559,9016800095,2.5
2560,9016800105,3.0
2561,9016800106,0.0
2562,9016800109,2.5
2563,9016800110,2.0
2564,9016800113,1.5
2565,9016800123,2.5
2566,9016800130,1.0
2567,9016800131,1.5
2568,9016800138,0.5
2569,9016800143,-9.0
2570,9016800144,3.0
2571,9016800147,2.0
2572,9016800153,1.5
2573,9016800156,0.0
2574,9016800160,1.5
2575,9016800163,3.0
2576,9016800167,2.0
2577,9016800171,1.5
2578,9016800185,3.0
2579,9016800186,3.0
2580,9016800187,0.5
2581,9016800197,0.0
2582,9016800216,2.5
2583,9016800219,3.0
2584,9016800222,1.0
2585,9016800228,1.5
2586,9016800229,1.0
2587,9016800231,-9.0
2588,9016800232,3.0
2589,9016800234,1.5
2590,9016800236,0.0
2591,9016800241,1.5
2592,9016800245,3.0
2593,9016800246,2.5
2594,9016800259,1.0
2595,9016800263,2.5
2596,9016800266,3.0
2597,9016800272,1.0
2598,9016800274,3.0
2599,9016800275,0.0
2600,9016800276,1.5
2601,9016800287,3.0
2602,9016800303,0.0
2603,9016800304,1.5
2604,9016800308,1.5
2605,9016800314,3.0
2606,9016800317,1.5
2607,9016800318,2.5
2608,9016800321,2.0
2609,9016800323,2.0
2610,9016800343,2.0
2611,9016800346,-9.0
2612,9016800351,2.5
2613,9016800356,3.0
2614,9016800358,2.5
2615,9016800385,3.0
2616,9016800386,3.0
2617,9016800393,2.0
2618,9016800396,2.5
2619,9016800412,1.0
2620,9016800416,1.0
2621,9016800424,3.0
2622,9016800425,2.5
2623,9016800428,2.0
2624,9016800440,1.5
2625,9016800559,2.0
2626,9044200001,0.0
2627,9044200004,0.5
2628,9044200007,0.0
2629,9044200015,1.0
2630,9044200025,0.0
2631,9044200027,0.5
2632,9044200028,1.5
2633,9044200032,0.5
2634,9044200042,2.0
2635,9044200047,2.5
2636,9044200057,1.0
2637,9044200061,0.0
2638,9044200062,0.5
2639,9044200070,0.0
2640,9044200075,2.5
2641,9044200079,0.5
2642,9044200090,1.0
2643,9044200091,0.5
2644,9044200104,1.5
2645,9044200107,1.0
2646,9044200121,3.0
2647,9044200130,1.0
2648,9044200138,-9.0
2649,9044200140,1.0
2650,9044200147,3.0
2651,9044200148,0.0
2652,9044200155,1.0
2653,9044200158,0.0
2654,9044200170,1.0
2655,9044200175,0.0
2656,9044200176,1.0
2657,9044200179,1.5
2658,9044200188,-9.0
2659,9044200195,1.5
2660,9044200204,1.5
2661,9044200205,1.0
2662,9044200215,1.0
2663,9044200217,1.5
2664,9044200248,3.0
2665,9044200249,2.5
2666,9044200269,1.5
2667,9044200290,3.0
2668,9044200305,2.5
2669,9044200316,1.5
2670,9044200348,1.5
2671,9044200383,1.0
2672,9044200446,3.0
2673,9091700001,0.0
2674,9091700002,0.0
2675,9091700005,0.0
2676,9091700014,1.5
2677,9091700022,1.5
2678,9091700024,0.0
2679,9091700025,0.0
2680,9091700033,1.5
2681,9091700034,-9.0
2682,9091700037,0.0
2683,9091700038,1.0
2684,9091700047,0.5
2685,9091700061,0.5
2686,9091700062,-9.0
2687,9091700063,1.5
2688,9091700076,1.5
2689,9091700089,3.0
2690,9091700092,0.5
2691,9091700107,0.5
2692,9091700111,1.0
2693,9091700123,3.0
2694,9091700135,2.0
2695,9091700137,3.0
2696,9091700139,-9.0
2697,9091700141,-9.0
2698,9091700143,0.5
2699,9091700152,2.5
2700,9091700200,3.0
2701,9091700201,-9.0
2702,9091700202,3.0
2703,9091700225,1.5
2704,9091700231,1.5
2705,9091700242,1.0
2706,9091700393,2.0
2707,9091700399,-9.0
2708,9091700404,2.5
2709,9091700444,3.0
2710,9091700469,1.0
2711,9091700725,1.0
2712,9091700733,0.0
2713,9091701020,0.0
2714,9091701222,0.5
2715,9091701454,1.5
2716,9239900001,1.0
2717,9239900002,3.0
2718,9239900003,1.0
2719,9239900004,1.0
2720,9239900009,1.0
2721,9239900010,0.0
2722,9239900011,0.5
2723,9239900012,0.0
2724,9239900013,1.0
2725,9239900017,1.0
2726,9239900019,0.5
2727,9239900020,0.0
2728,9239900024,1.5
2729,9239900034,1.0
2730,9239900035,1.5
2731,9239900038,2.5
2732,9239900039,0.5
2733,9239900040,-9.0
2734,9239900054,0.0
2735,9239900056,0.0
2736,9239900060,2.0
2737,9239900063,2.5
2738,9239900067,0.0
2739,9239900068,0.0
2740,9239900071,2.5
2741,9239900082,2.0
2742,9239900088,1.0
2743,9239900100,1.0
2744,9239900105,1.5
2745,9239900106,-9.0
2746,9239900107,1.5
2747,9239900108,0.0
2748,9239900112,1.5
2749,9239900114,1.0
2750,9239900117,1.5
2751,9239900118,2.0
2752,9239900119,2.0
2753,9239900120,2.0
2754,9239900122,0.0
2755,9239900125,1.0
2756,9239900126,0.0
2757,9239900127,1.0
2758,9239900131,1.5
2759,9239900135,1.5
2760,9239900136,1.0
2761,9239900138,0.0
