,catid,ra_obj,dec_obj,r_petro,r_auto,z_spec,m_r,r_e,mu_within_1re,mu_1re,mu_2re,ellip,pa,g_i,mstar,r_on_rtwo,v_on_sigma,is_mem,surv_sami,bad_class
337,9011901567,13.4787070399345,-1.9102000596667,16.481144,16.485075,0.045669753,-20.015768,3.2266436,20.913572,21.99082,23.629894,0.13087666,129.38638,1.0706882,10.047117,1.3542614,0.5035038,1,2,0
338,9011901588,14.0728862084727,-0.369672101965248,15.71343,15.6209,0.0447249,-20.879044,9.53276,21.315672,23.49128,25.012154,0.430504,145.71712,1.0439711,10.368755,1.3627071,0.18073542,1,2,0
339,9011901591,14.0722742005381,-0.369017018694209,15.78007,15.44603,0.044118132,-21.054216,nan,nan,nan,nan,nan,nan,1.1043901,10.490711,1.3637092,-0.026694892,1,2,3
340,9011901600,13.6076622067945,-2.01577650954602,16.19726,16.206179,0.041445337,-20.285948,4.4295278,21.206215,21.92749,23.731829,0.25536788,168.89276,0.7600107,9.913406,1.3667644,-0.9418548,1,2,0
341,9011901635,14.5106351374285,-2.03830045644713,14.900621,14.904572,0.042783972,-21.59487,6.983679,20.451166,21.872128,23.443823,0.4163412,257.57144,1.1537552,10.7554,1.3842499,-0.48321646,1,2,0
342,9011901643,13.7672151959073,-2.10716559724342,16.756247,16.736515,0.044948723,-19.76473,4.5324435,21.360014,22.893867,24.452345,0.32643577,242.94829,1.1442966,10.007676,1.3893228,0.25722134,1,2,0
343,9011901644,13.3724843402623,-0.677327986554853,15.532657,15.538687,0.04374938,-20.960207,3.8585153,20.195963,21.571423,23.149393,0.15219846,198.95886,1.0228997,10.386312,1.3902717,-0.15281561,1,2,0
344,9011901660,14.0944755394572,-0.345181434888697,15.5521555,15.478076,0.044745713,-21.023346,4.2256804,19.478434,20.498083,22.15464,0.6578527,91.30464,1.1966801,10.55047,1.4009892,0.18784851,1,2,0
345,9011901666,14.4094982431994,-0.410373504704518,17.28407,17.30345,0.041687593,-19.19501,3.2531536,21.29475,22.262815,23.937279,0.43448755,241.16481,1.1133633,9.756217,1.4026817,-0.85881054,1,2,0
346,9011901671,14.437673023749,-0.41941955384132,13.426089,13.402969,0.043839004,-23.097452,19.836775,21.208347,22.720736,24.281494,0.24566598,199.61542,1.3023291,11.4814415,1.4067883,-0.12215857,1,2,0
347,9011901694,13.4871205138443,-1.97033030984473,17.056389,17.054298,0.04571492,-19.446198,3.3731468,21.008165,22.059036,23.705814,0.5071493,140.10434,1.069952,9.82486,1.4162323,0.5189253,1,2,0
348,9011901698,14.4389941151282,-0.411989942005785,14.808919,14.80304,0.040774915,-21.694729,4.4596047,19.722813,21.042627,22.629154,0.38152,210.80286,1.2328587,10.860047,1.4180651,-1.171773,1,2,0
349,9011901712,14.4631472035204,-0.417697977916924,17.37966,17.38233,0.0431234,-19.11764,2.4210145,20.456648,21.61547,23.233551,0.5599703,171.22165,1.1492195,9.74245,1.425512,-0.36701548,1,2,0
350,9011901724,13.4221888815565,-1.93019818341659,15.452841,15.36376,0.04597481,-21.138708,4.3545046,20.199923,21.638607,23.208014,0.25081417,108.14778,1.202796,10.604165,1.4359103,0.6076509,1,2,0
351,9011901733,14.292409343928,-0.346949660330469,16.379505,16.345804,0.04301011,-20.153822,4.600556,21.364408,22.726261,24.306232,0.11730222,225.58946,1.1461563,10.170214,1.439957,-0.40579638,1,2,0
352,9011901741,13.6669060786427,-0.407081424059229,16.591608,16.592178,0.043060277,-19.906687,3.419133,19.335432,20.139797,21.890038,0.842042,269.25146,1.0464077,9.983164,1.443072,-0.38862297,1,2,0
353,9011901760,13.9747069149673,-2.19504900621108,15.659696,15.645256,0.04411385,-20.855066,4.7032623,20.573853,21.87282,23.462826,0.28289124,72.781906,1.1234932,10.429976,1.4527031,-0.028159881,1,2,0
354,9011901793,13.1308616413777,-1.07671384113052,17.739567,17.730658,0.05390801,-18.775595,2.163872,19.97292,20.755266,22.518574,0.7682135,225.39268,1.1492081,9.62361,1.4662102,3.3053641,0,2,0
355,9011901812,13.8105052188014,-0.329201718910711,16.844717,16.838177,0.043245453,-19.661596,2.355969,20.01659,21.237469,22.842024,0.44276193,215.99174,1.1139374,9.939054,1.4786291,-0.3252413,1,2,0
356,9011901838,14.4958743508505,-0.386827818021367,16.746706,16.735546,0.044597745,-19.76563,3.392043,20.789299,21.810226,23.46637,0.46316972,114.840675,1.1620693,10.0193205,1.490181,0.13727595,1,2,0
357,9011901847,14.7938122637081,-1.8994200229157,15.384402,15.385073,0.05188986,-21.116793,7.59241,20.75589,21.34654,23.270792,0.6790493,128.44643,1.0198612,10.45343,1.4935954,2.6210392,0,2,0
358,9011901870,13.2462261212404,-1.78686855554976,15.558087,15.499958,0.045504883,-21.002016,5.0933495,20.395844,21.691034,23.281689,0.43153432,200.77943,1.193119,10.5450535,1.5042506,0.44720405,1,2,0
359,9011901933,14.4726447422442,-0.346224924712698,16.35019,16.353539,0.041626148,-20.145061,4.0864697,20.708078,21.919449,23.525955,0.4418558,140.30939,1.2049294,10.210827,1.5315473,-0.8798718,1,2,0
360,9011901970,14.6291350029205,-0.417341596660423,16.143328,15.989689,0.042742938,-20.509941,2.4454343,19.683155,21.21576,22.774366,0.20410936,160.8882,1.238552,10.393475,1.5523565,-0.4972667,1,2,0
361,9011901976,14.3349599892111,-0.279924996826983,17.237335,17.239935,0.045185007,-19.261375,2.9637022,20.41778,21.213638,22.968828,0.6858368,199.51062,1.1291199,9.792855,1.5562816,0.3379477,1,2,0
362,9011901986,14.5018015086641,-0.339504772243879,17.15043,17.12343,0.045415394,-19.377417,3.1131496,20.875559,22.141172,23.737087,0.47105154,154.84656,1.0633965,9.78074,1.5596924,0.4166417,1,2,0
363,9011901990,14.9708532722646,-0.793075689838292,15.425954,15.371734,0.043664526,-21.128712,3.4358265,19.250675,20.495556,22.09537,0.53441286,209.82582,1.2032462,10.605887,1.5615426,-0.18184398,1,2,0
364,9011901992,14.0614893328844,-2.2712870197076,16.322472,16.280352,0.044260535,-20.219881,2.5504434,19.078747,20.329176,21.927927,0.6818466,262.43207,1.0967695,10.151334,1.5630497,0.021997964,1,2,0
365,9011902025,13.0509954314508,-1.11129442782327,16.83801,16.82731,0.041292846,-19.66444,3.8454397,20.573635,21.265833,23.09258,0.7010027,258.12503,0.7763252,9.688216,1.5786967,-0.994138,1,2,0
366,9011902031,13.0552563922113,-1.07713590399426,16.53391,16.49749,0.04645132,-20.004145,5.0916786,21.374525,22.434952,24.078882,0.47773322,133.43806,1.0944443,10.063164,1.5804831,0.7702713,1,2,0
367,9011902046,14.4512848934333,-0.298014421594852,17.016918,17.008228,0.042783637,-19.491407,1.7075803,19.410128,20.361286,22.042143,0.5346294,241.4388,1.1608963,9.910429,1.58705,-0.48333126,1,2,0
368,9011902049,13.0909006235461,-1.59456059830433,17.449846,17.339886,0.045849904,-19.161032,3.6854637,21.582924,22.82982,24.429247,0.376327,288.4552,1.0366288,9.668239,1.58963,0.5650116,1,2,0
369,9011902054,14.3628988722199,-0.264117832517036,16.310562,16.261082,0.04397748,-20.238363,3.714926,19.659092,20.81503,22.433784,0.736243,190.88019,1.0396194,10.108409,1.5914973,-0.074795574,1,2,0
370,9011902057,13.0400042218897,-1.11911369447476,15.922462,15.857133,0.041367557,-20.636143,8.562353,21.069984,21.730183,23.58413,0.76853627,156.58124,0.9024706,10.192786,1.5938088,-0.96852165,1,2,0
371,9011902065,14.6616159727315,-0.402288721426048,17.713959,17.72708,0.04381011,-18.772224,3.3040705,21.603083,22.447872,24.176159,0.5204128,208.49986,1.0196381,9.500612,1.5996761,-0.13204174,1,2,0
372,9011902070,14.6327759559327,-0.381791776181803,17.310696,17.304577,0.041335296,-19.193756,2.5686617,20.85971,21.949009,23.584723,0.38172573,215.30908,1.1531124,9.790293,1.6011132,-0.9795829,1,2,0
373,9011902085,13.9533442422667,-2.29826517427502,17.109858,16.960188,0.044552185,-19.540173,2.9873445,20.495413,21.757452,23.354027,0.535038,161.62953,1.0712013,9.85283,1.6140481,0.12170295,1,2,0
374,9011902090,14.1828140152242,-2.29971159781784,16.603535,16.608383,0.042027816,-19.89017,3.2790012,20.297144,21.012304,22.821186,0.5989688,117.58494,1.1354429,10.064612,1.6165723,-0.7422158,1,2,0
375,9011902095,13.7568473550556,-2.26032433558582,16.38181,16.35504,0.044728454,-20.146183,4.184133,20.684568,21.937313,23.535625,0.5054879,265.97333,1.1672314,10.180089,1.6181191,0.18195002,1,2,0
376,9011902116,13.2083363442861,-1.87058492339581,15.576458,15.440868,0.04674567,-21.056433,6.366136,20.775183,21.421667,23.28818,0.54306424,93.09093,0.9673757,10.4027605,1.6249558,0.8706883,1,2,0
377,9011902124,14.5019358831104,-0.290895734133368,14.879215,14.822945,0.044144772,-21.677612,5.4301715,20.043139,21.41981,22.997606,0.29536685,165.79457,1.181817,10.816962,1.6276599,-0.017585335,1,2,0
378,9011902125,13.0559208404153,-0.943246977306311,17.52957,17.4029,0.046556696,-19.093021,5.5096073,21.359846,21.99448,23.87233,0.81972337,200.94635,0.8821353,9.538415,1.6279625,0.80622387,1,2,0
379,9011902188,14.5602713590552,-0.29683193062952,16.005615,15.960785,0.04441282,-20.531374,5.6721244,21.827412,22.357344,24.35931,0.034425188,100.18882,0.7148543,9.9713,1.6584207,0.074062906,1,2,0
380,9011902265,14.4654137207301,-0.229592728806987,15.880226,15.8825865,0.043645658,-20.617676,5.765524,20.685846,22.373978,23.9187,0.5113763,235.7126,1.1531734,10.357673,1.692951,-0.18829915,1,2,0
381,9011902297,14.0456526008056,-0.14529155987613,15.478236,15.470906,0.043580104,-21.026152,6.3974543,21.271856,21.947994,23.788038,0.24096633,215.94406,0.9577007,10.36799,1.7082164,-0.21072684,1,2,0
382,9011902334,13.023299950114,-1.66531641716372,17.466951,17.452162,0.046146672,-19.046356,3.0526128,21.56029,22.456665,24.160273,0.35362494,109.15131,0.9428807,9.554892,1.724923,0.66631174,1,2,0
383,9011902348,13.9926377176712,-0.132649289796061,16.17996,16.1442,0.044765204,-20.35424,4.4964194,21.306442,21.999472,23.82555,0.22322269,90.40637,0.9731254,10.104515,1.7311461,0.1945095,1,2,0
384,9011902360,13.098294146092,-1.83657471439553,15.029538,14.957058,0.044477437,-21.543888,8.217471,21.360888,22.232845,23.947704,0.26613608,272.08716,1.1705056,10.746088,1.7377901,0.096151814,1,2,0
385,9011902362,12.9539638896099,-1.06222777803019,18.170588,18.010468,0.04618327,-18.492102,2.3142989,21.62113,23.129333,24.690548,0.00011471589,229.4245,1.3468895,9.708531,1.7379194,0.678802,1,2,0
386,9011902364,14.0817002432703,-0.125790382820287,14.722573,14.698894,0.04327934,-21.801134,6.5510607,19.477362,20.403364,22.094267,0.71007293,167.9974,1.2418871,10.903592,1.7380437,-0.3136444,1,2,0
387,9011902366,13.098598940389,-1.8384700409706,16.930649,17.433668,0.0443785,-19.055893,10.4723215,22.371572,23.105562,24.900723,0.3610375,259.57425,1.0451775,9.803968,1.7388902,0.062329564,1,2,3
388,9011902380,13.0927298005076,-1.83350052116989,17.12906,17.281431,0.044431735,-19.219442,5.026772,22.320515,23.820366,25.382504,0.36520523,90.61495,1.1116295,9.75269,1.7427157,0.08052862,1,2,0
389,9011902430,13.0940841159414,-1.87563009662516,17.495699,17.521759,0.04451795,-18.979187,1.9215685,20.341305,21.313513,22.986452,0.48518872,88.16341,1.1482048,9.69674,1.774903,0.11000046,1,2,0
390,9011902438,15.1420629680031,-1.68474824042567,14.787292,14.727982,0.04286024,-21.771065,12.483426,21.507017,22.231602,24.033516,0.32813057,268.34323,1.092329,10.709504,1.780345,-0.45710352,1,2,1
391,9011902461,14.3028874249406,-0.114704865485752,16.282557,16.303825,0.04480267,-20.195786,5.2910748,21.270565,22.281057,23.940628,0.4648428,137.68681,1.0129519,10.06771,1.7920346,0.20731296,1,2,0
392,9011902497,14.0923215682856,-0.0780493957661814,16.912304,16.903675,0.045111995,-19.597765,2.6887069,20.196781,20.942684,22.729563,0.6047719,253.99216,1.1489658,9.943717,1.8117646,0.31300512,1,2,0
393,9011902547,13.9365224623929,-0.0715137546241867,16.086006,16.083807,0.043400012,-20.415682,6.4406424,20.677816,21.681396,23.343288,0.7349677,215.10173,1.0798388,10.214601,1.8324585,-0.27234814,1,2,0
394,9011902548,14.1019723265364,-2.44612792486119,17.005545,16.993755,0.04543933,-19.507717,1.8771508,19.417389,20.65894,22.259396,0.58355874,268.64243,1.1358032,9.899342,1.8328068,0.42481628,1,2,0
395,9011902555,14.6636883252739,-0.222700599753545,16.484703,16.430933,0.046250787,-20.071667,4.4840612,21.43348,22.264261,23.999876,0.2319823,159.87437,1.16815,10.144138,1.8347944,0.7018438,1,2,0
396,9011902561,13.1175307636597,-1.97909932343626,15.131522,15.122763,0.046530228,-21.380272,4.392466,19.526741,20.661467,22.285337,0.55436397,251.44772,1.2425185,10.730685,1.8364937,0.7971938,1,2,0
397,9011902562,14.5271423368421,-0.153643819257157,17.081734,17.078695,0.04478065,-19.422476,1.7702712,19.53241,20.756884,22.360712,0.51016253,202.49274,1.1463774,9.871273,1.8368315,0.19978778,1,2,0
398,9011902594,15.2409978146491,-1.00203174923059,17.614006,17.499077,0.051063932,-19.00468,5.003637,21.140322,21.644497,23.685444,0.8468248,102.13075,1.1359272,9.714011,1.8472447,2.340595,0,2,0
399,9011902643,15.2775238868406,-1.39215598406861,17.863583,17.858652,0.04433404,-18.641378,3.710209,22.133331,23.815163,25.360365,0.16009642,209.46153,1.0866642,9.514406,1.8735638,0.047129013,1,2,0
400,9011902663,14.2989658402333,-0.0558236508049691,16.5403,16.52733,0.043878697,-19.973322,2.1177425,19.03843,20.109785,21.75054,0.65290177,219.25494,1.1942825,10.129282,1.8796868,-0.108581774,1,2,0
401,9011902665,14.2574490234521,-0.0484475345524467,17.437397,17.368008,0.044289198,-19.131744,1.2288793,19.016682,20.375204,21.955673,0.53310305,121.28237,1.060606,9.686794,1.8798307,0.031797893,1,2,0
402,9011902698,15.2946339411214,-1.16644592115096,15.491124,15.487624,0.04331082,-21.012482,5.6178474,21.070227,22.297335,23.900635,0.07749425,186.62749,1.2044172,10.564873,1.893057,-0.30287015,1,2,0
403,9011902699,13.6266034573193,-2.40444576055571,17.992796,17.577915,0.044696327,-18.923088,2.1584885,19.893675,20.737505,22.466286,0.8099353,217.59438,1.2082348,9.698412,1.8932452,0.17097014,1,2,0
404,9011902732,13.9072467516524,-0.0280081584258573,17.11944,17.10536,0.04401234,-19.39536,1.5957938,19.250196,20.442366,22.052942,0.54489654,217.32693,1.1692638,9.877271,1.9042968,-0.06287299,1,2,0
405,9011902738,14.2793711372423,-2.47662075252936,15.533261,15.404572,0.041795578,-21.093826,6.807626,20.213936,21.738012,23.297516,0.6707761,153.149,1.293745,10.672296,1.9070665,-0.82179993,1,2,0
406,9011902749,15.0498875391019,-2.01548439290482,15.043579,15.398819,0.045176864,-21.09828,14.298261,21.33537,22.109097,23.87775,0.81133026,178.99152,0.9379844,10.383248,1.910975,0.3351658,1,2,0
407,9011902794,15.0837451446534,-1.99010053729963,16.700792,16.679611,0.04497957,-19.822025,1.5004185,19.095835,20.449028,22.0303,0.36711425,225.18082,1.2164669,10.089705,1.9292852,0.2677607,1,2,0
408,9011902800,15.2906871801659,-0.974228446710633,15.983343,15.929592,0.05124805,-20.577202,2.9281802,19.680372,21.173788,22.736649,0.36039683,163.941,1.1964732,10.366229,1.931163,2.4031322,0,2,0
409,9011902834,15.3200710650302,-1.09775815414264,14.691843,14.651033,0.05135093,-21.84813,9.626664,21.395283,21.982283,23.910723,0.31555107,105.75015,0.9428635,10.684921,1.942453,2.4380703,0,2,0
410,9011902846,15.2124990395066,-0.716865261548039,15.921226,15.907346,0.044263616,-20.592281,6.2576995,21.657103,23.06835,24.641333,0.022012686,225.00908,1.0735894,10.2873955,1.9469712,0.023051336,1,2,0
411,9011902857,14.8122776059271,-0.228828802123115,17.738468,17.762587,0.045687415,-18.736952,3.0373862,21.514187,22.661982,24.282671,0.5451411,162.60303,1.0441456,9.526831,1.9515132,0.50953436,1,2,0
412,9011902863,14.2162175068965,0.0058435720956396,14.529799,14.562609,0.04481857,-21.938887,10.534783,21.096262,22.648226,24.204857,0.18169025,197.43324,1.2322321,10.953868,1.9539276,0.21274637,1,2,0
413,9011902870,14.8128343460802,-0.225147929931985,16.206257,15.955174,0.044713855,-20.546124,7.731987,21.81858,23.756554,25.286291,0.07403754,236.81598,1.1688861,10.337582,1.9566015,0.17696048,1,2,0
414,9011902901,15.324765077853,-1.00577140381986,16.553722,16.564241,0.051182497,-19.93424,4.463782,20.895674,21.387962,23.448343,0.60816306,145.60536,0.890295,9.867374,1.9722553,2.3808677,0,2,0
415,9011902919,14.8232395768621,-0.211020750511227,15.284277,15.278057,0.04488349,-21.217737,8.558251,21.90335,22.52393,24.415834,0.15304275,258.9144,0.8700523,10.370988,1.983595,0.23493108,1,2,0
416,9011902971,14.1095976568449,0.0438174766719734,14.99136,14.884709,0.04371742,-21.615652,7.19418,20.810379,22.287909,23.852592,0.15423934,136.85847,1.1910524,10.796633,1.9999138,-0.16374844,1,2,0
417,9016800001,18.739974118087,0.430806769669402,13.466736,13.493587,0.044836815,-23.043924,23.538727,21.758163,23.253756,24.81637,0.12198695,155.11876,1.2796707,11.44393,0.552757,-0.041373115,1,7,0
418,9016800002,18.7350032253457,0.439602396046418,16.594635,16.985094,0.044924825,-19.551313,0.8128698,18.81131,19.85683,21.505232,0.024521254,134.42375,1.3173275,10.054094,0.57665,0.0048435163,1,7,0
419,9016800008,18.765161318729,0.405230635001952,14.496692,14.449752,0.044638395,-22.086927,9.994364,20.658085,22.149118,23.712248,0.46290883,111.61052,1.1110287,10.909587,0.4762688,-0.14558364,1,8,0
420,9016800009,18.7750333856605,0.415359972937466,17.121836,17.031286,0.045187987,-19.506506,0.97725844,18.773369,20.060741,21.652754,0.16634127,85.5943,1.2567616,9.997855,0.4945975,0.14301439,1,7,0
421,9016800010,18.7337948195774,0.391523569389437,16.383858,16.386007,0.044367924,-20.151083,2.0429513,19.88358,21.091042,22.698362,0.04056514,269.44247,1.203619,10.210162,0.47072875,-0.28766724,1,7,0
422,9016800012,18.7219449619341,0.390362281911889,18.270702,18.252752,0.044765674,-18.281422,2.3266802,21.494017,22.34903,24.072147,0.45599115,96.98324,0.9411736,9.243931,0.48085794,-0.07873465,1,3,0
423,9016800013,18.7297641283334,0.475642577014093,16.99261,16.989931,0.045099657,-19.547546,2.3187234,19.871805,20.927568,22.572882,0.59639007,132.97203,1.1469154,9.919879,0.6626176,0.09664119,1,7,0
424,9016800014,18.7805799138574,0.465796164660279,15.052162,15.056882,0.042493444,-21.478533,5.469956,19.964705,21.099813,22.723589,0.49849096,202.75803,1.2160721,10.758653,0.6118174,-1.2733781,1,7,0
425,9016800024,18.7259105476852,0.507393943909817,15.258233,15.181873,0.043973695,-21.354866,3.6724784,19.268847,20.563805,22.1545,0.4991409,128.29204,1.2189178,10.708789,0.73810905,-0.4948291,1,7,0
426,9016800028,18.8196670082751,0.396840056931134,18.054626,18.023167,0.043601345,-18.509035,3.2692676,21.80661,22.97754,24.592829,0.50234485,264.56274,0.8928413,9.301667,0.44044343,-0.6905657,1,3,0
427,9016800029,18.8052919229108,0.491192129022725,17.185263,17.195053,0.04239733,-19.330235,2.6251779,21.153574,21.823603,23.66889,0.16266517,242.89671,0.5079651,9.330087,0.66741663,-1.3239672,1,3,0
428,9016800037,18.6471189916583,0.473785852411872,17.29606,17.29655,0.043526165,-19.239647,2.6483343,21.286161,22.414751,24.040148,0.05341082,139.41234,1.1256427,9.77479,0.7448878,-0.7300948,1,7,0
429,9016800038,18.7371846067077,0.533651954537656,17.008102,16.967482,0.044011816,-19.569174,2.181085,20.51849,21.810951,23.402077,0.107942425,101.18547,1.167713,9.949556,0.79174,-0.47479367,1,7,0
430,9016800039,18.6955931633977,0.524678331503582,15.103409,14.960218,0.045508567,-21.577848,3.943858,19.035217,20.254797,21.859617,0.6108423,162.80717,1.2719268,10.840575,0.8011596,0.311285,1,7,0
431,9016800041,18.8037145739918,0.342305174451195,15.393809,15.356939,0.045064956,-21.180737,3.8742707,20.043653,21.491611,23.059856,0.0958293,278.58914,1.1991043,10.6192,0.31072596,0.078422144,1,7,0
432,9016800047,18.7728786332031,0.322203738558731,15.3202915,15.246962,0.041871235,-21.287897,3.7068856,19.278532,20.526575,22.125784,0.52249086,255.28555,1.1949167,10.661856,0.28068742,-1.6009623,1,7,0
433,9016800048,18.8097948151233,0.33879236162734,15.951134,15.928703,0.04678905,-20.607777,3.6108181,20.460232,21.08953,22.972633,0.36224797,190.84026,1.0194712,10.242553,0.30127898,0.9828883,1,8,0
434,9016800054,18.7133567415928,0.550887937871692,16.633657,16.551159,0.04800412,-19.988338,3.789192,21.01546,22.23808,23.842283,0.27829847,248.58891,1.119337,10.068065,0.8468167,1.6194214,1,7,0
435,9016800056,18.7598125056134,0.307437473187963,16.195974,16.186005,0.04641888,-20.352436,2.966283,19.135298,20.147602,21.806572,0.7393804,110.95469,1.1327276,10.227052,0.26263073,0.7888212,1,7,0
436,9016800061,18.7260634400915,0.303283392979436,14.669665,14.665646,0.04425397,-21.871134,5.677158,20.13714,21.407377,23.002449,0.19914807,127.15259,1.2975931,10.983491,0.3048423,-0.3475399,1,7,0
437,9016800063,18.6439332196391,0.342841079592927,17.685972,17.699663,0.046062764,-18.838207,2.9640377,21.878042,23.03254,24.651634,0.088782735,197.60854,1.0888958,9.580909,0.51655406,0.6020579,1,7,0
438,9016800065,18.8375807001983,0.342956758330064,16.610699,16.621729,0.04952094,-19.913212,3.111841,21.0359,21.812666,23.57942,0.09999659,151.66446,0.8829213,9.8431425,0.3153159,2.412989,1,8,0
439,9016800069,18.7850368058919,0.303626114242158,15.878763,15.863303,0.046561215,-20.67516,3.923748,20.00111,21.161657,22.779335,0.5602822,128.6307,1.1486826,10.375878,0.22872241,0.8634508,1,7,0
440,9016800071,18.6028591897968,0.408055843149091,15.858352,15.8666725,0.04661329,-20.672426,3.2078314,19.904827,21.322214,22.894379,0.31278127,110.25058,1.2423878,10.444716,0.69268847,0.89075273,1,7,0
441,9016800072,18.734092437058,0.291400974953654,16.94742,16.94722,0.047277898,-19.590233,2.44632,20.310286,21.398981,23.03486,0.43242025,234.1008,1.0209846,9.82713,0.27110454,1.2390677,1,8,0
442,9016800074,18.7866927938095,0.296969927527432,16.056374,16.053802,0.045908935,-20.479343,4.7947087,20.606821,21.355473,23.140484,0.58338886,211.30684,0.9261465,10.12526,0.21231335,0.5213635,1,8,0
443,9016800077,18.8180856307425,0.309505020466368,17.484838,17.454859,0.043362223,-19.0713,3.5404277,21.812958,22.641739,24.378424,0.33056203,96.99296,0.5742092,9.265523,0.23066606,-0.8163042,1,3,0
444,9016800079,18.6001176018818,0.470008790047395,16.472271,16.45697,0.04699327,-20.081692,3.9458754,21.129757,22.370884,23.971422,0.20424728,152.44225,1.1465282,10.138523,0.80484796,1.0899241,1,7,0
445,9016800080,18.6343701332342,0.532048815487266,15.949787,15.866258,0.04776261,-20.672905,3.182187,18.974085,20.405106,21.97549,0.7210645,95.05267,1.1307964,10.358017,0.8804093,1.4929615,1,7,0
446,9016800084,18.6259949889274,0.528908917583855,16.312374,16.289413,0.046642173,-20.249367,3.1450312,20.242867,21.287153,22.935932,0.42247328,111.51849,1.1722668,10.224446,0.8840638,0.9058943,1,7,0
447,9016800087,18.7863903646778,0.575989449422801,15.038758,14.879408,0.045306757,-21.6584,3.144891,18.702494,19.992052,21.583681,0.47368675,264.2092,1.2759848,10.873647,0.87344754,0.20536198,1,7,0
448,9016800089,18.6283513723298,0.324534863952087,14.540859,14.55898,0.043598726,-21.976538,8.354793,21.25514,22.06883,23.813784,0.051865097,190.32239,1.0871935,10.849724,0.52319485,-0.6919427,1,8,0
449,9016800092,18.8702016374335,0.514853056374023,15.931578,15.950157,0.04393832,-20.578562,2.8540416,20.138493,20.943865,22.69353,0.13169503,112.47998,0.7747937,10.047128,0.7354731,-0.5134222,1,8,0
450,9016800093,18.6827575975227,0.286029828924826,15.321283,15.332063,0.04530309,-21.20032,7.1461387,21.212204,21.77894,23.731686,0.38563445,114.78994,0.9265842,10.420961,0.36387655,0.20343779,1,8,0
451,9016800094,18.7972351681489,0.576754384702706,17.47744,17.43294,0.044519305,-19.103699,1.1141502,19.450129,20.538,22.174107,0.20733339,128.66461,1.1078587,9.711685,0.8735645,-0.20813943,1,7,0
452,9016800095,18.8080100563185,0.289318175326075,16.34533,16.341969,0.045949113,-20.19201,4.6085606,21.173016,22.039803,23.757141,0.37713,245.11565,0.9389916,10.014639,0.18307114,0.5424406,1,8,0
453,9016800099,18.8639892885967,0.32443945660031,18.114565,18.055016,0.04260203,-18.473133,3.6368108,22.991081,23.614218,25.503513,0.00014117881,228.88365,0.6185436,9.036482,0.29053518,-1.2162298,1,3,0
454,9016800103,18.9015571528962,0.391846798776395,18.014585,18.056576,0.04539873,-18.469028,4.307759,21.8546,22.28583,24.463722,0.56781703,107.3104,0.573637,9.0506735,0.47531587,0.25363827,1,3,1
455,9016800105,18.8736786761253,0.331025112577243,17.470104,17.447893,0.042884786,-19.084173,2.8812978,21.495842,22.474993,24.14541,0.2519,216.399,0.8941651,9.530929,0.31467435,-1.067442,1,8,0
456,9016800106,18.7436904439851,0.263287162947415,17.349922,17.197832,0.045194887,-19.339336,1.2049551,19.26403,20.679394,22.251827,0.29442847,248.52545,1.1139507,9.811342,0.21041836,0.1466363,1,7,0
457,9016800108,18.7595769314613,0.262940690631954,15.8818865,15.900956,0.047951333,-20.63857,4.7802024,20.784851,21.86699,23.504688,0.37375304,144.49606,1.1138725,10.320747,0.17978594,1.5917834,1,7,0
458,9016800109,18.6070185746345,0.536088810056737,14.860961,14.8262205,0.04102362,-21.700865,9.225653,21.397287,21.872292,23.962753,0.28946844,167.57231,0.7312822,10.463356,0.92282665,-2.0475326,1,8,0
459,9016800110,18.7866262091999,0.265812951461036,15.479474,15.482855,0.042879373,-21.050797,3.987917,20.064583,20.828382,22.603367,0.38904858,89.903854,1.0341702,10.447974,0.14385252,-1.0702899,1,8,0
460,9016800111,18.7483965686629,0.259202609910292,14.97701,14.847549,0.04854787,-21.692816,4.718614,19.50875,21.073708,22.629055,0.44281596,263.84326,1.1862516,10.812557,0.19555068,1.9040332,1,7,0
461,9016800113,18.5785973408888,0.37044198726524,18.867916,16.815176,0.04288588,-19.719675,3.152962,21.832645,22.444342,24.34549,0.05237352,116.88474,1.0787868,9.942033,0.68303674,-1.0668658,1,7,0
462,9016800122,18.9087077557583,0.364324614534765,18.192457,18.183638,0.04282486,-18.345873,2.5725634,21.565125,22.577919,24.236725,0.48954254,149.45099,0.818655,9.187533,0.4254861,-1.0989714,1,3,0
463,9016800123,18.8787553229059,0.312896371561686,16.53644,16.55936,0.048647646,-19.98021,3.2528715,20.211819,20.98859,22.75534,0.632836,174.26936,1.1119366,10.062983,0.28262132,1.9562414,1,7,0
464,9016800125,18.7479544118838,0.245757446284921,18.250185,18.248154,0.042672127,-18.278557,1.163338,20.530066,21.532198,23.19458,0.07322231,259.824,0.6771545,9.048063,0.1803805,-1.1793398,1,3,0
465,9016800127,18.7737803567205,0.246984580840376,18.105774,18.109163,0.047639597,-18.425867,2.07101,20.61484,21.395494,23.159842,0.660923,115.107185,0.9274807,9.290364,0.12901376,1.4285382,1,3,0
466,9016800130,18.8536215366876,0.281799059347046,15.599543,15.506383,0.046853844,-21.032787,3.8950016,20.01091,21.381659,22.960316,0.32014155,180.6088,1.1981325,10.558069,0.18755361,1.0168504,1,7,0
